Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
17116;Reims - Porte d'Asnières;OUI;26;14;10;9;1;OUI;OUI;2025-10-24T18:56:32+00:00;48.891834448210986, 2.300144659954865;Paris;75056;
15107;Palais des Sports;OUI;22;0;22;17;5;OUI;OUI;2025-10-24T18:56:54+00:00;48.833468517426, 2.2858720645308;Paris;75056;
4011;Hôtel de Ville - Pont-Marie;OUI;36;2;29;15;14;OUI;OUI;2025-10-24T18:58:50+00:00;48.853899645527, 2.3569472506642;Paris;75056;
9101;Cadet - La Fayette;OUI;19;6;13;9;4;OUI;OUI;2025-10-24T18:58:01+00:00;48.875601632672, 2.3435704037547;Paris;75056;
12108;Bercy.;OUI;66;0;66;39;27;OUI;OUI;2025-10-24T18:58:59+00:00;48.839966914994, 2.3788625746965;Paris;75056;
18017;Caulaincourt - Place Constantin Pecqueur;OUI;44;26;17;2;15;OUI;OUI;2025-10-24T18:57:01+00:00;48.889677905028, 2.3381787144261;Paris;75056;
8056;Beaujon - Wagram;OUI;29;15;13;7;6;OUI;OUI;2025-10-24T18:55:44+00:00;48.875352455985, 2.2964416444302;Paris;75056;
1117;Pont Neuf - Rivoli;OUI;27;2;22;15;7;OUI;OUI;2025-10-24T18:59:03+00:00;48.860089892617, 2.344057559967;Paris;75056;
21311;Parvis Corentin Celton;OUI;55;1;50;47;3;OUI;OUI;2025-10-24T18:58:04+00:00;48.827472525227, 2.2784319519997;Issy-les-Moulineaux;92040;
15059;Parc André Citroën;OUI;65;29;34;30;4;OUI;OUI;2025-10-24T18:59:02+00:00;48.840639944297, 2.2780618071556;Paris;75056;
18209;Cloys - Ordener;OUI;0;0;0;0;0;NON;NON;2025-09-18T14:13:04+00:00;48.89353865165, 2.3364427977844;Paris;75056;
10207;Charles Robin - Grange aux Belles;NON;23;23;0;0;0;NON;NON;2025-07-24T09:25:24+00:00;48.877376705016, 2.3698456519833;Paris;75056;
21114;Gustave Eiffel - Parc des Impressionnistes;OUI;30;15;15;8;7;OUI;OUI;2025-10-24T18:52:51+00:00;48.90390619651018, 2.2946908324956894;Clichy;92024;
31704;Jeanne Hornet - Girardot;OUI;29;21;7;1;6;OUI;OUI;2025-10-24T18:57:09+00:00;48.873802681432146, 2.427820265293122;Bagnolet;93006;
32018;Franciade - Gabriel Péri;OUI;26;10;13;7;6;OUI;OUI;2025-10-24T18:59:08+00:00;48.93261499331498, 2.355954498052597;Saint-Denis;93066;
32603;Calmette;OUI;32;29;0;0;0;OUI;OUI;2025-10-24T18:49:57+00:00;48.88104925098552, 2.424993216991425;Les Lilas;93045;
17016;Brochant - Square des Batignolles;OUI;31;11;18;11;7;OUI;OUI;2025-10-24T18:57:45+00:00;48.88818698581028, 2.316861143151153;Paris;75056;
23403;Chateau;OUI;22;10;10;6;4;OUI;OUI;2025-10-24T18:56:13+00:00;48.774661399959, 2.3135878035462;Bourg-la-Reine;92014;
20202;Dupont de l'Eure - Gambetta;OUI;31;28;3;0;3;OUI;OUI;2025-10-24T18:58:27+00:00;48.8679385, 2.4003649;Paris;75056;
45001;Hôtel de Ville de Champigny sur Marne;OUI;21;9;12;9;3;OUI;OUI;2025-10-24T18:59:07+00:00;48.813810628405, 2.5096759200096;Champigny-sur-Marne;94017;
18019;Square Raymond Souplex;OUI;52;47;5;2;3;OUI;OUI;2025-10-24T18:58:43+00:00;48.89183721478911, 2.335426103165901;Paris;75056;
9118;Faubourg Poissonniere - Delta;OUI;36;28;7;3;4;OUI;OUI;2025-10-24T18:59:06+00:00;48.882555807626765, 2.3497482016682625;Paris;75056;
11003;Keller - La Roquette;OUI;34;2;31;27;4;OUI;OUI;2025-10-24T18:54:26+00:00;48.8555508, 2.3752778;Paris;75056;
21024;Billancourt - Général Leclerc;OUI;22;6;14;13;1;OUI;OUI;2025-10-24T18:55:39+00:00;48.8322649, 2.2380413;Boulogne-Billancourt;92012;
11034;Parmentier - Fontaine au Roi;OUI;48;33;13;3;10;OUI;OUI;2025-10-24T18:57:16+00:00;48.86787670551736, 2.372705978671471;Paris;75056;
2001;Greneta - Sebastopol;OUI;31;1;23;12;11;OUI;OUI;2025-10-24T18:58:53+00:00;48.865242333228, 2.3516669869423;Paris;75056;
9012;Rougemont - Poissonnière;OUI;44;15;28;16;12;OUI;OUI;2025-10-24T18:58:49+00:00;48.871611569354755, 2.345873080193996;Paris;75056;
19023;Manin - Simon Bolivar;OUI;26;24;2;0;2;OUI;OUI;2025-10-24T18:59:03+00:00;48.876499654127, 2.3794073625991;Paris;75056;
15020;Mairie du 15ème;OUI;46;14;31;24;7;OUI;OUI;2025-10-24T18:58:48+00:00;48.8417762, 2.2986539;Paris;75056;
20019;Place du Maquis du Vercors;OUI;31;29;2;0;2;OUI;OUI;2025-10-24T18:54:29+00:00;48.877321579493575, 2.4083782732486725;Paris;75056;
41206;Place des Larris;OUI;34;22;11;8;3;OUI;OUI;2025-10-24T18:59:03+00:00;48.8568363, 2.4780236;Fontenay-sous-Bois;94033;
18208;Tourlaque - Damrémont;OUI;0;0;0;0;0;NON;NON;2025-09-18T13:30:24+00:00;48.887912943261, 2.3328311485014;Paris;75056;
13114;Nationale - Marcel Duchamp;OUI;23;19;4;3;1;OUI;OUI;2025-10-24T18:57:24+00:00;48.82463749337136, 2.3678014799952507;Paris;75056;
13041;Porte d'Ivry;OUI;50;47;2;1;1;OUI;OUI;2025-10-24T18:54:58+00:00;48.821768747596, 2.3688706755638;Paris;75056;
15061;Square Desnouettes;OUI;22;15;5;3;2;OUI;OUI;2025-10-24T18:53:27+00:00;48.83476837934194, 2.284142297394666;Paris;75056;
7016;Surcouf - Université;OUI;58;20;33;30;3;OUI;OUI;2025-10-24T18:59:15+00:00;48.861273016278, 2.3094535509142;Paris;75056;
20017;Saint-Blaise - Mouraud;OUI;27;26;1;1;0;OUI;OUI;2025-10-24T18:57:42+00:00;48.85696177597818, 2.40869477391243;Paris;75056;
12041;Bois de Vincennes.;OUI;60;56;4;3;1;OUI;OUI;2025-10-24T18:57:38+00:00;48.8338064, 2.4132221;Saint-Mandé;94067;
11019;Charonne - Philippe-Auguste;OUI;32;28;4;1;3;OUI;OUI;2025-10-24T18:57:03+00:00;48.855603162026, 2.39054639062;Paris;75056;
14006;Saint-Jacques - Tombe Issoire;OUI;23;21;1;0;1;OUI;OUI;2025-10-24T18:59:15+00:00;48.833206330538864, 2.3369108140468597;Paris;75056;
15063;Convention - Saint-Charles;OUI;23;1;21;19;2;OUI;OUI;2025-10-24T18:56:58+00:00;48.843156111116, 2.2831090539694;Paris;75056;
7013;Duroc - Place de Breteuil;OUI;42;33;8;3;5;OUI;OUI;2025-10-24T18:58:10+00:00;48.847460641142, 2.3126140236855;Paris;75056;
6014;Pont de Lodi - Dauphine;OUI;23;2;21;16;5;OUI;OUI;2025-10-24T18:56:42+00:00;48.855296898603285, 2.339947307565249;Paris;75056;
31013;Centenaire - Sorins;OUI;45;38;6;0;6;OUI;OUI;2025-10-24T18:51:03+00:00;48.85853523359734, 2.4273508787155156;Montreuil;93048;
47002;Les Juilliottes;OUI;21;15;6;3;3;OUI;OUI;2025-10-24T18:50:56+00:00;48.8043072, 2.4437362;Maisons-Alfort;94046;
13113;Vistule - Choisy;OUI;33;29;4;2;2;OUI;OUI;2025-10-24T18:59:00+00:00;48.82365543660611, 2.3615723848342896;Paris;75056;
7026;Place de Finlande;OUI;25;5;19;14;5;OUI;OUI;2025-10-24T18:59:07+00:00;48.862408335967, 2.3113624379039;Paris;75056;
19031;Manin - Crimée;OUI;23;19;3;2;1;OUI;OUI;2025-10-24T18:57:22+00:00;48.8831217743719, 2.3863670602440834;Paris;75056;
1016;Thérèse - Opéra;OUI;25;5;20;18;2;OUI;OUI;2025-10-24T18:59:11+00:00;48.866483514509, 2.3344334212238;Paris;75056;
23008;Hôtel de Ville de Levallois Perret;OUI;26;10;15;14;1;OUI;OUI;2025-10-24T18:53:41+00:00;48.89314451997415, 2.2888818383216862;Levallois-Perret;92044;
8015;Roquépine - Malesherbes;OUI;53;19;33;31;2;OUI;OUI;2025-10-24T18:57:33+00:00;48.873450733908, 2.3204044997692;Paris;75056;
14116;Romain Rolland;OUI;25;20;5;1;4;OUI;OUI;2025-10-24T18:56:06+00:00;48.820215229662765, 2.3234144234418346;Montrouge;92049;
14007;Ferrus - Saint-Jacques;OUI;34;33;1;1;0;OUI;OUI;2025-10-24T18:51:33+00:00;48.8313878, 2.3408563;Paris;75056;
31018;Gambetta - Michelet;OUI;33;18;15;2;13;OUI;OUI;2025-10-24T18:57:21+00:00;48.85273792380526, 2.429966032505036;Montreuil;93048;
11107;Faidherbe - Dahomey;OUI;44;25;18;11;7;OUI;OUI;2025-10-24T18:59:12+00:00;48.851358329771806, 2.383823134795429;Paris;75056;
33005;République - Henri Barbusse;OUI;32;20;9;4;5;OUI;OUI;2025-10-24T18:58:16+00:00;48.90661553626751, 2.389432489871979;Aubervilliers;93001;
9113;Bleue - Trévise;OUI;30;16;11;6;5;OUI;OUI;2025-10-24T18:58:31+00:00;48.87578906564573, 2.347289621829987;Paris;75056;
2110;Jeûneurs - Mulhouse;OUI;28;12;13;10;3;OUI;OUI;2025-10-24T18:56:23+00:00;48.868997, 2.346925;Paris;75056;
2014;Daunou - Louis le Grand;OUI;32;13;17;14;3;OUI;OUI;2025-10-24T18:57:12+00:00;48.869113, 2.332515;Paris;75056;
5019;Poissy - Saint-Germain;OUI;25;1;24;24;0;OUI;OUI;2025-10-24T18:59:12+00:00;48.84969649427, 2.3529685288668;Paris;75056;
4109;Mornay - Sully;OUI;15;1;12;9;3;OUI;OUI;2025-10-24T18:56:27+00:00;48.84970399548416, 2.364460788667202;Paris;75056;
10164;Claude Vellefaux - Sambre et Meuse;OUI;34;16;16;4;12;OUI;OUI;2025-10-24T18:58:19+00:00;48.875022, 2.370478;Paris;75056;
3101;Porte Saint-Martin;OUI;34;1;24;20;4;OUI;OUI;2025-10-24T18:59:08+00:00;48.86860172112996, 2.35570102930069;Paris;75056;
20103;Le Vau - Maurice Bertaux;OUI;25;24;1;0;1;OUI;OUI;2025-10-24T18:56:49+00:00;48.86803439043193, 2.411030612453627;Paris;75056;
8049;Georges V - François 1er;OUI;22;21;0;0;0;OUI;OUI;2025-10-24T18:57:42+00:00;48.87034, 2.30082;Paris;75056;
11048;Place Mireille Havet;OUI;43;2;37;24;13;OUI;OUI;2025-10-24T18:58:55+00:00;48.850533, 2.383756;Paris;75056;
2101;Bachaumont - Montmartre;OUI;33;5;21;18;3;OUI;OUI;2025-10-24T18:54:40+00:00;48.86617395079137, 2.3449775576591496;Paris;75056;
12154;Square Georges Melies;OUI;40;30;8;3;5;OUI;OUI;2025-10-24T18:55:44+00:00;48.84070239213081, 2.409667745232582;Paris;75056;
22017;Charles de Gaulle - Louis Philippe;OUI;28;9;17;11;6;OUI;OUI;2025-10-24T18:59:14+00:00;48.881742142181, 2.2710045335353;Neuilly-sur-Seine;92051;
19021;Mairie du 19ème;OUI;27;20;7;1;6;OUI;OUI;2025-10-24T18:59:02+00:00;48.88256264247959, 2.3812624812126164;Paris;75056;
17104;Jardin Marguerite Long;OUI;22;14;8;7;1;OUI;OUI;2025-10-24T18:53:17+00:00;48.8816985773914, 2.2836575657129288;Paris;75056;
8105;François 1er - Lincoln;OUI;31;24;7;6;1;OUI;OUI;2025-10-24T18:56:16+00:00;48.869517979344, 2.3024262188416;Paris;75056;
19030;Melun - Jean Jaurès;OUI;28;22;4;3;1;OUI;OUI;2025-10-24T18:58:57+00:00;48.8837796723475, 2.376477420330048;Paris;75056;
21004;Jean Jaurès - Reine;OUI;31;12;17;11;6;OUI;OUI;2025-10-24T18:59:13+00:00;48.84009622558849, 2.239872515201569;Boulogne-Billancourt;92012;
13019;Fernand Braudel - Vincent Auriol;OUI;36;3;31;26;5;OUI;OUI;2025-10-24T18:58:18+00:00;48.83637852318147, 2.3723404482007027;Paris;75056;
22002;Argenson - Château;OUI;25;15;8;4;4;OUI;OUI;2025-10-24T18:53:31+00:00;48.888559314669514, 2.2642001509666447;Neuilly-sur-Seine;92051;
16041;Versailles - Claude Terrasse;OUI;46;2;42;32;10;OUI;OUI;2025-10-24T18:57:58+00:00;48.840219338074, 2.263834191153;Paris;75056;
35008;Place de l'Eglise - Pantin;OUI;30;28;2;0;2;OUI;OUI;2025-10-24T18:52:38+00:00;48.892809461520265, 2.4124351143836975;Pantin;93055;
9015;Lamartine - Faubourg Montmartre;OUI;32;16;14;4;10;OUI;OUI;2025-10-24T18:58:59+00:00;48.876613982891, 2.3397656902671;Paris;75056;
13022;Butte aux Cailles - Esperance;OUI;36;20;12;2;10;OUI;OUI;2025-10-24T18:57:31+00:00;48.82758774190948, 2.3492151126265526;Paris;75056;
17033;Carnot - Général Lanrezac;OUI;30;28;2;2;0;OUI;OUI;2025-10-24T18:58:00+00:00;48.875443870736, 2.2938242935036;Paris;75056;
20045;Louis Ganne - Davout;OUI;30;25;4;0;4;OUI;OUI;2025-10-24T18:52:46+00:00;48.86338720692607, 2.409725748002529;Paris;75056;
11110;Roquette - Folie Regnault;OUI;52;41;9;5;4;OUI;OUI;2025-10-24T18:59:11+00:00;48.859246959155485, 2.386553623578705;Paris;75056;
11044;Square du Bataclan;OUI;20;2;16;10;6;OUI;OUI;2025-10-24T18:59:07+00:00;48.8633762, 2.3711327;Paris;75056;
16031;Vignes - Boulainvilliers;OUI;21;13;5;3;2;OUI;OUI;2025-10-24T18:55:11+00:00;48.856399483950504, 2.275240458548069;Paris;75056;
5030;Sorbonne - Ecoles;OUI;69;62;5;3;2;OUI;OUI;2025-10-24T18:53:24+00:00;48.849686566191, 2.3434996604919;Paris;75056;
12153;Terroirs de France - Lheureux;OUI;55;17;36;32;4;OUI;OUI;2025-10-24T18:56:58+00:00;48.83212027074841, 2.388618104159832;Paris;75056;
21952;Place Tony de Graaff;OUI;42;22;19;17;2;OUI;OUI;2025-10-24T18:58:37+00:00;48.8181645, 2.2458109;Meudon;92048;
21017;Place Marcel Sembat;OUI;56;21;35;25;10;OUI;OUI;2025-10-24T18:56:55+00:00;48.83328865030686, 2.2441747784614567;Boulogne-Billancourt;92012;
8029;Place du Canada;OUI;58;39;17;15;2;OUI;OUI;2025-10-24T18:57:01+00:00;48.865346269363, 2.3101937879648;Paris;75056;
14016;René Coty - Parc Montsouris;OUI;55;49;6;4;2;OUI;OUI;2025-10-24T18:58:35+00:00;48.82479134498032, 2.336124926805496;Paris;75056;
17005;Brochant - Clichy;OUI;53;42;9;6;3;OUI;OUI;2025-10-24T18:58:06+00:00;48.89032998912038, 2.319730559929781;Paris;75056;
12033;François Truffaut - Saint Emilion;OUI;66;2;61;56;5;OUI;OUI;2025-10-24T18:58:03+00:00;48.83372354344807, 2.386601903271428;Paris;75056;
22012;Madeleine Michelis - Roule;OUI;25;23;2;1;1;OUI;OUI;2025-10-24T18:58:03+00:00;48.88260431301364, 2.2773634269833565;Neuilly-sur-Seine;92051;
12120;Lac Daumesnil - Saint-Maurice;OUI;50;39;9;8;1;OUI;OUI;2025-10-24T18:55:40+00:00;48.82774555743318, 2.4183654785156246;Paris;75056;
18142;Jessaint - Marx Dormoy;OUI;30;26;3;2;1;OUI;OUI;2025-10-24T18:53:58+00:00;48.88484543106364, 2.358930408954621;Paris;75056;
13110;Moulin de la Pointe;OUI;22;19;3;0;3;OUI;OUI;2025-10-24T18:58:26+00:00;48.82092946051445, 2.3563179373741145;Paris;75056;
18035;René Binet - Porte de Montmartre;OUI;37;25;8;3;5;OUI;OUI;2025-10-24T18:57:00+00:00;48.89905109950848, 2.3365534096956253;Paris;75056;
23105;Sèvres Rive Gauche;OUI;33;15;18;18;0;OUI;OUI;2025-10-24T18:53:27+00:00;48.821443218278, 2.2150785306885;Sèvres;92072;
23005;Gare de Clichy-Levallois;OUI;26;14;11;6;5;OUI;OUI;2025-10-24T18:55:59+00:00;48.89679827481989, 2.2984680533409123;Levallois-Perret;92044;
15009;Suffren - Pérignon;OUI;46;35;9;7;2;OUI;OUI;2025-10-24T18:58:44+00:00;48.84717561492764, 2.307052147596786;Paris;75056;
20117;Saint-Fargeau - Mortier;OUI;31;30;0;0;0;OUI;OUI;2025-10-24T18:58:54+00:00;48.87266656122256, 2.407912909984589;Paris;75056;
21120;Docteur Calmette - Martre;OUI;30;24;6;5;1;OUI;OUI;2025-10-24T18:55:26+00:00;48.898969358483, 2.3086513252383;Clichy;92024;
48009;République - Auguste Perret;OUI;30;18;12;12;0;OUI;OUI;2025-10-24T18:58:44+00:00;48.78695280952244, 2.3518594354391094;Villejuif;94076;
31017;Jean Moulin - Paul Doumer;OUI;20;15;4;0;4;OUI;OUI;2025-10-24T18:56:22+00:00;48.8622179854695, 2.45533436536789;Montreuil;93048;
14125;Dareau - Broussais;OUI;24;19;3;3;0;OUI;OUI;2025-10-24T18:52:01+00:00;48.8307758, 2.3361804;Paris;75056;
4107;Beaumarchais - Pas de la Mule;OUI;18;1;15;10;5;OUI;OUI;2025-10-24T18:56:23+00:00;48.855580507049, 2.3684333673431;Paris;75056;
21009;Le Corbusier - Jean Jaurès;OUI;46;17;28;25;3;OUI;OUI;2025-10-24T18:59:05+00:00;48.83780830557548, 2.2408381104469304;Boulogne-Billancourt;92012;
20047;Cours de Vincennes - Davout;OUI;48;48;0;0;0;OUI;OUI;2025-10-24T18:58:18+00:00;48.847238029966, 2.4107042336225;Paris;75056;
13047;Boutroux - Porte de Vitry;OUI;49;15;33;31;2;OUI;OUI;2025-10-24T18:58:18+00:00;48.822632, 2.377738;Paris;75056;
2201;Vivienne - Petits Champs;OUI;30;30;0;0;0;NON;NON;2025-08-11T11:58:54+00:00;48.867331390877, 2.3391437530518;Paris;75056;
44103;Pont De Charenton;OUI;18;2;13;9;4;OUI;OUI;2025-10-24T18:50:04+00:00;48.8179685, 2.4199531;Saint-Maurice;94069;
14127;Odessa - Départ;OUI;39;8;27;12;15;OUI;OUI;2025-10-24T18:58:47+00:00;48.842885590081, 2.3244281485677;Paris;75056;
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;19;5;1;4;OUI;OUI;2025-10-24T18:59:12+00:00;48.821772279548, 2.3131558299065;Malakoff;92046;
18114;Véron - Lepic;OUI;23;5;18;2;16;OUI;OUI;2025-10-24T18:53:37+00:00;48.885261233953, 2.3345598578453;Paris;75056;
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;11;16;8;8;OUI;OUI;2025-10-24T18:56:57+00:00;48.822556366667, 2.3920395970345;Ivry-sur-Seine;94041;
21951;Place Centrale;OUI;22;21;1;0;1;OUI;OUI;2025-10-24T18:50:52+00:00;48.78740167690531, 2.2278830409049992;Meudon;92048;
9013;Mairie du 9ème;OUI;24;5;18;11;7;OUI;OUI;2025-10-24T18:57:07+00:00;48.873267137583, 2.3407534480528;Paris;75056;
92005;Gare de Nanterre Ville;OUI;43;5;36;24;12;OUI;OUI;2025-10-24T18:58:42+00:00;48.8950295, 2.1957932;Nanterre;92050;
20204;Monte Cristo - Bagnolet;OUI;0;0;0;0;0;NON;NON;2025-09-18T15:52:16+00:00;48.85656581187, 2.3972699046135;Paris;75056;
22103;Senard - Charles Blum;OUI;24;19;4;2;2;OUI;OUI;2025-10-24T18:57:34+00:00;48.857315824799, 2.221091687679291;Saint-Cloud;92064;
19113;Pré Saint-Gervais - Lilas;OUI;28;24;3;0;3;OUI;OUI;2025-10-24T18:54:34+00:00;48.877870626988, 2.3959073424339;Paris;75056;
31101;Jules Guesde - Laennec;OUI;19;11;8;0;8;OUI;OUI;2025-10-24T18:52:40+00:00;48.87628983900398, 2.5006942078471184;Rosny-sous-Bois;93064;
14128;Gergovie - Vercingétorix;OUI;29;24;5;1;4;OUI;OUI;2025-10-24T18:58:20+00:00;48.83453413883994, 2.313154547426182;Paris;75056;
17001;Guy Môquet - Saint-Ouen;OUI;53;39;14;11;3;OUI;OUI;2025-10-24T18:58:02+00:00;48.892777719023975, 2.3270335793495183;Paris;75056;
10039;Sambre et Meuse - Villette;OUI;25;0;23;10;13;OUI;OUI;2025-10-24T18:58:49+00:00;48.874405666217, 2.3738072379951;Paris;75056;
12129;Bois de Vincennes - Porte Jaune;OUI;35;29;5;2;3;OUI;OUI;2025-10-24T18:58:56+00:00;48.838751246689455, 2.4605489149689674;Paris;75056;
19036;Hôpital Robert Debré;OUI;33;27;3;0;3;OUI;OUI;2025-10-24T18:57:46+00:00;48.88005222200894, 2.4008650346327003;Paris;75056;
31707;Edouard Vaillant - Galliéni;OUI;49;41;6;3;3;OUI;OUI;2025-10-24T18:58:33+00:00;48.858462881661, 2.4147954583168;Bagnolet;93006;
31026;Demi-Lune - Aristide Briand;OUI;20;16;4;0;4;OUI;OUI;2025-10-24T18:56:18+00:00;48.87626381919953, 2.4562818557024;Montreuil;93048;
13020;Paul Klee - Place Augusta Holmes;OUI;43;22;21;16;5;OUI;OUI;2025-10-24T18:58:58+00:00;48.838946417408025, 2.3704235663952966;Paris;75056;
35004;Place du Président Salvador Allende;OUI;60;56;4;0;4;OUI;OUI;2025-10-24T18:50:09+00:00;48.897307310356055, 2.40079153681279;Pantin;93055;
19124;Alexander Fleming - Belvédère;OUI;31;24;5;1;4;OUI;OUI;2025-10-24T18:56:29+00:00;48.88179064200294, 2.4030599377642674;Paris;75056;
8011;Clapeyron - Moscou;OUI;15;12;3;2;1;OUI;OUI;2025-10-24T18:50:14+00:00;48.88078819514121, 2.324815057218075;Paris;75056;
35015;Averroès - Aimé Césaire;OUI;19;8;9;1;8;OUI;OUI;2025-10-24T18:57:58+00:00;48.91405323432864, 2.412636950612068;Pantin;93055;
7010;Constantine - Université;OUI;65;34;30;28;2;OUI;OUI;2025-10-24T18:58:15+00:00;48.860680473738, 2.3148481955842;Paris;75056;
32021;Place du Front Populaire - George Sand;OUI;65;58;7;3;4;OUI;OUI;2025-10-24T18:59:01+00:00;48.90680713698062, 2.364541214992642;Saint-Denis;93066;
14113;Santé - Arago;OUI;38;33;5;3;2;OUI;OUI;2025-10-24T18:58:33+00:00;48.83507657562064, 2.3415737262044938;Paris;75056;
15019;Paul Barruel - Vaugirard;OUI;39;25;11;3;8;OUI;OUI;2025-10-24T18:54:21+00:00;48.84014918546239, 2.3044332861900334;Paris;75056;
20205;Haxo - Darcy;OUI;0;0;0;0;0;NON;NON;2025-09-18T15:55:09+00:00;48.870493041975, 2.404957212224;Paris;75056;
20203;Evariste Galois;OUI;21;20;1;0;1;OUI;OUI;2025-10-24T18:56:28+00:00;48.873341356228, 2.4133544409574;Paris;75056;
20004;Commandant l'Herminier - Gallieni;OUI;17;16;1;1;0;OUI;OUI;2025-10-24T18:55:08+00:00;48.847040552603, 2.4160453677177;Paris;75056;
7024;Rapp - Place du Général Gouraud;OUI;31;19;11;6;5;OUI;OUI;2025-10-24T18:53:24+00:00;48.858102885107, 2.3004072904587;Paris;75056;
12150;Bastille - Quai de la Rapée;OUI;27;0;25;19;6;OUI;OUI;2025-10-24T18:58:58+00:00;48.84682410855, 2.3669364675879;Paris;75056;
12125;Pyramide - Parc Floral;OUI;50;24;24;10;14;OUI;OUI;2025-10-24T18:58:01+00:00;48.837442, 2.440452;Paris;75056;
11031;Jacquard - Ternaux;OUI;39;3;35;26;9;OUI;OUI;2025-10-24T18:59:08+00:00;48.8646605, 2.373162;Paris;75056;
13515;Auguste Blanqui - Glacière;OUI;60;55;4;4;0;OUI;OUI;2025-10-24T18:59:05+00:00;48.831151602964, 2.343822196126;Paris;75056;
9016;Choron - Martyrs;OUI;17;6;8;6;2;OUI;OUI;2025-10-24T18:58:25+00:00;48.877851443503, 2.3396701365709;Paris;75056;
15131;Charles Lecocq - Lecourbe;OUI;48;31;16;13;3;OUI;OUI;2025-10-24T18:58:46+00:00;48.84044, 2.294867;Paris;75056;
10037;Quai de Valmy;OUI;26;16;7;2;5;OUI;OUI;2025-10-24T18:53:50+00:00;48.88126951579429, 2.368186041712761;Paris;75056;
9036;Athènes - Clichy;OUI;20;17;2;1;1;OUI;OUI;2025-10-24T18:55:37+00:00;48.878113787876, 2.32956021945824;Paris;75056;
19208;Sérurier - Alphonse Aulard;OUI;1;1;0;0;0;NON;NON;2025-08-04T07:12:29+00:00;48.880528901839, 2.398028970957;Paris;75056;
11103;Pelée - Alphonse Baudin;OUI;38;4;32;19;13;OUI;OUI;2025-10-24T18:59:10+00:00;48.8600265, 2.3710541;Paris;75056;
15125;Parc Suzanne Lenglen;OUI;52;35;15;14;1;OUI;OUI;2025-10-24T18:57:54+00:00;48.833250690537874, 2.2765403240919113;Paris;75056;
20039;Belleville - Couronnes;OUI;50;39;11;3;8;OUI;OUI;2025-10-24T18:59:04+00:00;48.868831082877, 2.3809862136841;Paris;75056;
13117;Stade Georges Carpentier;OUI;40;33;4;0;4;OUI;OUI;2025-10-24T18:58:38+00:00;48.820482438381, 2.3668321967125;Paris;75056;
21203;Place Jules Ferry;OUI;28;22;6;1;5;OUI;OUI;2025-10-24T18:59:08+00:00;48.812107928414775, 2.325837314128876;Montrouge;92049;
13027;Mazagran - Pierre de Coubertin;OUI;15;9;6;4;2;OUI;OUI;2025-10-24T18:53:31+00:00;48.816218640260445, 2.344226874411106;Paris;75056;
5034;Censier - Santeuil;OUI;69;24;41;37;4;OUI;OUI;2025-10-24T18:59:15+00:00;48.840658921385234, 2.3537524044513702;Paris;75056;
17029;Pierre Demours - Laugier;OUI;37;19;17;10;7;OUI;OUI;2025-10-24T18:58:46+00:00;48.8813072, 2.294846;Paris;75056;
10017;Gare de l'Est - Fidélité;OUI;15;0;11;5;6;OUI;OUI;2025-10-24T18:55:26+00:00;48.874575, 2.356796;Paris;75056;
10004;Metz - Faubourg Saint-Denis;OUI;48;1;43;38;5;OUI;OUI;2025-10-24T18:58:38+00:00;48.870893, 2.353521;Paris;75056;
16009;Saint-Didier - Raymond Poincaré;OUI;17;15;1;0;1;OUI;OUI;2025-10-24T18:56:56+00:00;48.86642312020962, 2.285863497192411;Paris;75056;
21118;Neuilly - Petit;OUI;16;10;3;1;2;OUI;OUI;2025-10-24T18:51:38+00:00;48.898965361341254, 2.29627937078476;Clichy;92024;
12006;Gare de Lyon - Van Gogh;OUI;41;2;38;31;7;OUI;OUI;2025-10-24T18:58:49+00:00;48.843839785643, 2.3704450240357;Paris;75056;
21316;Cimetière d'Issy-les-Moulineaux;OUI;24;20;4;0;4;OUI;OUI;2025-10-24T18:59:11+00:00;48.817699773925, 2.2609312087297;Issy-les-Moulineaux;92040;
21708;Marcel Yol - Jullien;OUI;30;23;6;2;4;OUI;OUI;2025-10-24T18:59:13+00:00;48.82537611802588, 2.287235018058929;Vanves;92075;
19025;Botzaris - Crimée;OUI;21;18;3;0;3;OUI;OUI;2025-10-24T18:58:29+00:00;48.87959698690176, 2.3887913337477067;Paris;75056;
21702;Gare SNCF Vanves-Malakoff;OUI;51;46;2;1;1;OUI;OUI;2025-10-24T18:56:57+00:00;48.819002163836444, 2.292150005103606;Vanves;92075;
21029;Cours de l'Ile Seguin - Parc Billancourt;OUI;29;21;6;1;5;OUI;OUI;2025-10-24T18:57:17+00:00;48.82714055843935, 2.234234511852265;Boulogne-Billancourt;92012;
42304;Marc Sangnier - Division Leclerc;OUI;24;18;6;6;0;OUI;OUI;2025-10-24T18:55:34+00:00;48.78599652305309, 2.329955510795116;Cachan;94016;
16003;André Maurois - Joseph et Marie Hackin;OUI;29;14;15;10;5;OUI;OUI;2025-10-24T18:53:40+00:00;48.8778983, 2.2789591;Paris;75056;
